PurchaseOrderID OrderDate               TotalDue              VendorName                                         vendorID    employeeID  NextOrderfromEmployeeVendor                        Next2OrderfromEmployeeVendor
767             2013-09-01 00:00:00.000 1685.3792             Beaumont Bikes                                     1602        257         Custom Frames, Inc.                                Chicago Rent-All
787             2013-09-02 00:00:00.000 46966.92              Custom Frames, Inc.                                1568        257         Chicago Rent-All                                   Leaf River Terrain
777             2013-09-02 00:00:00.000 609.8274              Chicago Rent-All                                   1504        257         Leaf River Terrain                                 Premier Sport, Inc.
807             2013-09-04 00:00:00.000 900.122               Leaf River Terrain                                 1666        257         Premier Sport, Inc.                                SUPERSALES INC.
817             2013-09-04 00:00:00.000 23821.6729            Premier Sport, Inc.                                1682        257         SUPERSALES INC.                                    Greenwood Athletic Company
827             2013-09-05 00:00:00.000 580.125               SUPERSALES INC.                                    1590        257         Greenwood Athletic Company                         Bergeron Off-Roads
837             2013-09-06 00:00:00.000 48485.6873            Greenwood Athletic Company                         1506        257         Bergeron Off-Roads                                 Circuit Cycles
851             2013-09-08 00:00:00.000 512.0531              Bergeron Off-Roads                                 1540        257         Circuit Cycles                                     Hybrid Bicycle Center
861             2013-09-09 00:00:00.000 7721.4638             Circuit Cycles                                     1544        257         Hybrid Bicycle Center                              Training Systems
881             2013-09-10 00:00:00.000 24880.9811            Hybrid Bicycle Center                              1610        257         Training Systems                                   Advanced Bicycles
915             2013-09-15 00:00:00.000 2214.0703             Training Systems                                   1514        257         Advanced Bicycles                                  Bicycle Specialists
925             2013-09-17 00:00:00.000 2286.5395             Advanced Bicycles                                  1496        257         Bicycle Specialists                                Comfort Road Bicycles
935             2013-09-18 00:00:00.000 38281.8686            Bicycle Specialists                                1628        257         Comfort Road Bicycles                              Electronic Bike Repair & Supplies
945             2013-09-20 00:00:00.000 31019.8639            Comfort Road Bicycles                              1530        257         Electronic Bike Repair & Supplies                  Trey Research
955             2013-09-22 00:00:00.000 21256.3601            Electronic Bike Repair & Supplies                  1646        257         Trey Research                                      Inline Accessories
967             2013-09-26 00:00:00.000 18056.0426            Trey Research                                      1584        257         Inline Accessories                                 Professional Athletic Consultants
969             2013-09-26 00:00:00.000 38281.8686            Inline Accessories                                 1638        257         Professional Athletic Consultants                  Trikes, Inc.
993             2013-09-30 00:00:00.000 49915.1153            Professional Athletic Consultants                  1684        257         Trikes, Inc.                                       Bike Satellite Inc.
1003            2013-10-06 00:00:00.000 29233.0789            Trikes, Inc.                                       1498        257         Bike Satellite Inc.                                Expert Bike Co
1035            2013-10-13 00:00:00.000 2032.6535             Bike Satellite Inc.                                1604        257         Expert Bike Co                                     Compete Enterprises, Inc
1055            2013-10-14 00:00:00.000 57247.1179            Expert Bike Co                                     1672        257         Compete Enterprises, Inc                           Sport Playground
1045            2013-10-14 00:00:00.000 41230.0639            Compete Enterprises, Inc                           1508        257         Sport Playground                                   WestAmerica Bicycle Co.
1059            2013-10-15 00:00:00.000 6572.8163             Sport Playground                                   1608        257         WestAmerica Bicycle Co.                            Australia Bike Retailer
1085            2013-10-30 00:00:00.000 1209.7347             WestAmerica Bicycle Co.                            1554        257         Australia Bike Retailer                            Chicago City Saddles
1095            2013-11-06 00:00:00.000 655.9126              Australia Bike Retailer                            1492        257         Chicago City Saddles                               Cruger Bike Company
1105            2013-11-07 00:00:00.000 56200.7696            Chicago City Saddles                               1696        257         Cruger Bike Company                                Hill Bicycle Center
1115            2013-11-07 00:00:00.000 2677.6714             Cruger Bike Company                                1536        257         Hill Bicycle Center                                Lakewood Bicycle
1125            2013-11-08 00:00:00.000 7880.9981             Hill Bicycle Center                                1626        257         Lakewood Bicycle                                   Superior Bicycles
1135            2013-11-11 00:00:00.000 6311.1799             Lakewood Bicycle                                   1620        257         Superior Bicycles                                  Beaumont Bikes
1155            2013-11-12 00:00:00.000 100685.3348           Superior Bicycles                                  1576        257         Beaumont Bikes                                     Chicago Rent-All
1175            2013-11-13 00:00:00.000 1984.6192             Beaumont Bikes                                     1602        257         Chicago Rent-All                                   Custom Frames, Inc.
1185            2013-11-15 00:00:00.000 609.8274              Chicago Rent-All                                   1504        257         Custom Frames, Inc.                                Hill's Bicycle Service
1195            2013-11-18 00:00:00.000 54560.7563            Custom Frames, Inc.                                1568        257         Hill's Bicycle Service                             Leaf River Terrain
1205            2013-11-20 00:00:00.000 31319.7885            Hill's Bicycle Service                             1542        257         Leaf River Terrain                                 Premier Sport, Inc.
1215            2013-11-20 00:00:00.000 1214.4337             Leaf River Terrain                                 1666        257         Premier Sport, Inc.                                SUPERSALES INC.
1225            2013-11-22 00:00:00.000 23821.6729            Premier Sport, Inc.                                1682        257         SUPERSALES INC.                                    Bergeron Off-Roads
1235            2013-11-22 00:00:00.000 580.125               SUPERSALES INC.                                    1590        257         Bergeron Off-Roads                                 Hybrid Bicycle Center
1255            2013-11-25 00:00:00.000 3373.0208             Bergeron Off-Roads                                 1540        257         Hybrid Bicycle Center                              Pro Sport Industries
1285            2013-11-28 00:00:00.000 24880.9811            Hybrid Bicycle Center                              1610        257         Pro Sport Industries                               Training Systems
1305            2013-11-29 00:00:00.000 2114.2076             Pro Sport Industries                               1686        257         Training Systems                                   Advanced Bicycles
1315            2013-12-02 00:00:00.000 2214.0703             Training Systems                                   1514        257         Advanced Bicycles                                  Bicycle Specialists
1325            2013-12-04 00:00:00.000 2286.5395             Advanced Bicycles                                  1496        257         Bicycle Specialists                                Comfort Road Bicycles
1335            2013-12-04 00:00:00.000 38281.8686            Bicycle Specialists                                1628        257         Comfort Road Bicycles                              Electronic Bike Repair & Supplies
1345            2013-12-05 00:00:00.000 31019.8639            Comfort Road Bicycles                              1530        257         Electronic Bike Repair & Supplies                  Professional Athletic Consultants
1355            2013-12-05 00:00:00.000 53073.8959            Electronic Bike Repair & Supplies                  1646        257         Professional Athletic Consultants                  Trikes, Inc.
1385            2013-12-09 00:00:00.000 95273.9288            Professional Athletic Consultants                  1684        257         Trikes, Inc.                                       Allenson Cycles
1395            2013-12-11 00:00:00.000 29233.0789            Trikes, Inc.                                       1498        257         Allenson Cycles                                    Bike Satellite Inc.
1405            2013-12-12 00:00:00.000 9776.2665             Allenson Cycles                                    1494        257         Bike Satellite Inc.                                Compete Enterprises, Inc
1415            2013-12-12 00:00:00.000 2032.6535             Bike Satellite Inc.                                1604        257         Compete Enterprises, Inc                           Expert Bike Co
1425            2013-12-13 00:00:00.000 41230.0639            Compete Enterprises, Inc                           1508        257         Expert Bike Co                                     Varsity Sport Co.
1435            2013-12-14 00:00:00.000 57247.1179            Expert Bike Co                                     1672        257         Varsity Sport Co.                                  Compete, Inc.
1475            2013-12-19 00:00:00.000 1043.5289             Varsity Sport Co.                                  1674        257         Compete, Inc.                                      Federal Sport
1505            2013-12-23 00:00:00.000 8423.415              Compete, Inc.                                      1694        257         Federal Sport                                      Mitchell Sports
1515            2013-12-23 00:00:00.000 1410.2839             Federal Sport                                      1600        257         Mitchell Sports                                    Reliance Fitness, Inc.
1535            2013-12-25 00:00:00.000 48485.6873            Mitchell Sports                                    1586        257         Reliance Fitness, Inc.                             Victory Bikes
1545            2013-12-26 00:00:00.000 733.3592              Reliance Fitness, Inc.                             1614        257         Victory Bikes                                      First National Sport Co.
1555            2013-12-26 00:00:00.000 57004.8229            Victory Bikes                                      1652        257         First National Sport Co.                           Competition Bike Training Systems
1595            2014-01-01 00:00:00.000 2214.3371             First National Sport Co.                           1522        257         Competition Bike Training Systems                  International Bicycles
1585            2014-01-01 00:00:00.000 31268.7375            Competition Bike Training Systems                  1624        257         International Bicycles                             Signature Cycles
1605            2014-01-02 00:00:00.000 31160.2541            International Bicycles                             1526        257         Signature Cycles                                   Anderson's Custom Bikes
1625            2014-01-03 00:00:00.000 44720.676             Signature Cycles                                   1588        257         Anderson's Custom Bikes                            Vision Cycles, Inc.
1645            2014-01-06 00:00:00.000 16164.0229            Anderson's Custom Bikes                            1664        257         Vision Cycles, Inc.                                First Rate Bicycles
1635            2014-01-06 00:00:00.000 69442.1228            Vision Cycles, Inc.                                1578        257         First Rate Bicycles                                International Sport Assoc.
1675            2014-01-09 00:00:00.000 56200.7696            First Rate Bicycles                                1570        257         International Sport Assoc.                         Speed Corporation
1685            2014-01-10 00:00:00.000 4103.2241             International Sport Assoc.                         1644        257         Speed Corporation                                  Proseware, Inc.
1705            2014-01-15 00:00:00.000 1354.3598             Speed Corporation                                  1622        257         Proseware, Inc.                                    Vista Road Bikes
1725            2014-01-16 00:00:00.000 64847.5328            Proseware, Inc.                                    1678        257         Vista Road Bikes                                   Capital Road Cycles
1715            2014-01-16 00:00:00.000 41817.1504            Vista Road Bikes                                   1538        257         Capital Road Cycles                                Continental Pro Cycles
1735            2014-01-17 00:00:00.000 15104.7146            Capital Road Cycles                                1560        257         Continental Pro Cycles                             Gardner Touring Cycles
1745            2014-01-20 00:00:00.000 627.1964              Continental Pro Cycles                             1598        257         Gardner Touring Cycles                             National Bike Association
1755            2014-01-20 00:00:00.000 502.6203              Gardner Touring Cycles                             1516        257         National Bike Association                          Sport Fan Co.
1775            2014-01-21 00:00:00.000 510.278               National Bike Association                          1572        257         Sport Fan Co.                                      West Junction Cycles
1785            2014-01-22 00:00:00.000 68612.544             Sport Fan Co.                                      1632        257         West Junction Cycles                               Aurora Bike Center
1795            2014-01-23 00:00:00.000 28212.0589            West Junction Cycles                               1556        257         Aurora Bike Center                                 Carlson Specialties
1805            2014-01-24 00:00:00.000 2055.731              Aurora Bike Center                                 1616        257         Carlson Specialties                                Crowley Sport
1815            2014-01-24 00:00:00.000 3242.6667             Carlson Specialties                                1692        257         Crowley Sport                                      Greenwood Athletic Company
1825            2014-01-27 00:00:00.000 48485.6873            Crowley Sport                                      1658        257         Greenwood Athletic Company                         Norstan Bike Hut
1835            2014-01-28 00:00:00.000 48485.6873            Greenwood Athletic Company                         1506        257         Norstan Bike Hut                                   Trey Research
1855            2014-01-29 00:00:00.000 2615.366              Norstan Bike Hut                                   1562        257         Trey Research                                      Chicago City Saddles
1845            2014-01-29 00:00:00.000 3292.0934             Trey Research                                      1584        257         Chicago City Saddles                               Cruger Bike Company
1895            2014-02-05 00:00:00.000 168602.3089           Chicago City Saddles                               1696        257         Cruger Bike Company                                Lakewood Bicycle
1905            2014-02-06 00:00:00.000 1809.9204             Cruger Bike Company                                1536        257         Lakewood Bicycle                                   Hill Bicycle Center
1925            2014-02-07 00:00:00.000 6311.1799             Lakewood Bicycle                                   1620        257         Hill Bicycle Center                                Superior Bicycles
1915            2014-02-07 00:00:00.000 7880.9981             Hill Bicycle Center                                1626        257         Superior Bicycles                                  Chicago Rent-All
1945            2014-02-11 00:00:00.000 100685.3348           Superior Bicycles                                  1576        257         Chicago Rent-All                                   Custom Frames, Inc.
1975            2014-02-12 00:00:00.000 609.8274              Chicago Rent-All                                   1504        257         Custom Frames, Inc.                                Hill's Bicycle Service
1985            2014-02-13 00:00:00.000 54560.7563            Custom Frames, Inc.                                1568        257         Hill's Bicycle Service                             Premier Sport, Inc.
1995            2014-02-14 00:00:00.000 31319.7885            Hill's Bicycle Service                             1542        257         Premier Sport, Inc.                                SUPERSALES INC.
2015            2014-02-17 00:00:00.000 23821.6729            Premier Sport, Inc.                                1682        257         SUPERSALES INC.                                    Bergeron Off-Roads
2025            2014-02-19 00:00:00.000 580.125               SUPERSALES INC.                                    1590        257         Bergeron Off-Roads                                 Circuit Cycles
2045            2014-02-20 00:00:00.000 2005.2253             Bergeron Off-Roads                                 1540        257         Circuit Cycles                                     Hybrid Bicycle Center
2055            2014-02-20 00:00:00.000 7721.4638             Circuit Cycles                                     1544        257         Hybrid Bicycle Center                              Pro Sport Industries
2075            2014-02-24 00:00:00.000 24880.9811            Hybrid Bicycle Center                              1610        257         Pro Sport Industries                               Training Systems
2095            2014-02-25 00:00:00.000 589.5695              Pro Sport Industries                               1686        257         Training Systems                                   Comfort Road Bicycles
2105            2014-02-26 00:00:00.000 2214.0703             Training Systems                                   1514        257         Comfort Road Bicycles                              Bicycle Specialists
2135            2014-02-27 00:00:00.000 31019.8639            Comfort Road Bicycles                              1530        257         Bicycle Specialists                                Electronic Bike Repair & Supplies
2125            2014-02-27 00:00:00.000 38281.8686            Bicycle Specialists                                1628        257         Electronic Bike Repair & Supplies                  Inline Accessories
2145            2014-02-28 00:00:00.000 53073.8959            Electronic Bike Repair & Supplies                  1646        257         Inline Accessories                                 Professional Athletic Consultants
2155            2014-03-01 00:00:00.000 38281.8686            Inline Accessories                                 1638        257         Professional Athletic Consultants                  Trikes, Inc.
2175            2014-03-03 00:00:00.000 95273.9288            Professional Athletic Consultants                  1684        257         Trikes, Inc.                                       Allenson Cycles
2185            2014-03-04 00:00:00.000 29233.0789            Trikes, Inc.                                       1498        257         Allenson Cycles                                    Compete Enterprises, Inc
2195            2014-03-04 00:00:00.000 9776.2665             Allenson Cycles                                    1494        257         Compete Enterprises, Inc                           Bike Satellite Inc.
2215            2014-03-05 00:00:00.000 41230.0639            Compete Enterprises, Inc                           1508        257         Bike Satellite Inc.                                Expert Bike Co
2205            2014-03-05 00:00:00.000 2032.6535             Bike Satellite Inc.                                1604        257         Expert Bike Co                                     Inner City Bikes
2225            2014-03-06 00:00:00.000 57247.1179            Expert Bike Co                                     1672        257         Inner City Bikes                                   Compete, Inc.
2235            2014-03-07 00:00:00.000 1272.3882             Inner City Bikes                                   1582        257         Compete, Inc.                                      Federal Sport
2295            2014-03-13 00:00:00.000 8423.415              Compete, Inc.                                      1694        257         Federal Sport                                      Mitchell Sports
2305            2014-03-14 00:00:00.000 1410.2839             Federal Sport                                      1600        257         Mitchell Sports                                    Reliance Fitness, Inc.
2325            2014-03-17 00:00:00.000 48485.6873            Mitchell Sports                                    1586        257         Reliance Fitness, Inc.                             Victory Bikes
2335            2014-03-19 00:00:00.000 1357.4925             Reliance Fitness, Inc.                             1614        257         Victory Bikes                                      American Bikes
2345            2014-03-20 00:00:00.000 57004.8229            Victory Bikes                                      1652        257         American Bikes                                     Competition Bike Training Systems
2355            2014-03-20 00:00:00.000 22539.0165            American Bikes                                     1654        257         Competition Bike Training Systems                  First National Sport Co.
2375            2014-03-21 00:00:00.000 31268.7375            Competition Bike Training Systems                  1624        257         First National Sport Co.                           International Bicycles
2385            2014-03-24 00:00:00.000 2214.3371             First National Sport Co.                           1522        257         International Bicycles                             Signature Cycles
2395            2014-03-25 00:00:00.000 31160.2541            International Bicycles                             1526        257         Signature Cycles                                   Vision Cycles, Inc.
2415            2014-03-27 00:00:00.000 44720.676             Signature Cycles                                   1588        257         Vision Cycles, Inc.                                Anderson's Custom Bikes
2425            2014-03-27 00:00:00.000 69442.1228            Vision Cycles, Inc.                                1578        257         Anderson's Custom Bikes                            International Sport Assoc.
2435            2014-03-28 00:00:00.000 16164.0229            Anderson's Custom Bikes                            1664        257         International Sport Assoc.                         Mountain Works
2475            2014-04-02 00:00:00.000 4103.2241             International Sport Assoc.                         1644        257         Mountain Works                                     Speed Corporation
2485            2014-04-03 00:00:00.000 3771.6362             Mountain Works                                     1656        257         Speed Corporation                                  Vista Road Bikes
2495            2014-04-04 00:00:00.000 1354.3598             Speed Corporation                                  1622        257         Vista Road Bikes                                   Proseware, Inc.
2505            2014-04-04 00:00:00.000 41817.1504            Vista Road Bikes                                   1538        257         Proseware, Inc.                                    Capital Road Cycles
2515            2014-04-07 00:00:00.000 64847.5328            Proseware, Inc.                                    1678        257         Capital Road Cycles                                Continental Pro Cycles
2525            2014-04-08 00:00:00.000 15104.7146            Capital Road Cycles                                1560        257         Continental Pro Cycles                             Gardner Touring Cycles
2535            2014-04-08 00:00:00.000 1166.3993             Continental Pro Cycles                             1598        257         Gardner Touring Cycles                             Jackson Authority
2545            2014-04-09 00:00:00.000 502.6203              Gardner Touring Cycles                             1516        257         Jackson Authority                                  West Junction Cycles
2555            2014-04-09 00:00:00.000 70533.3379            Jackson Authority                                  1680        257         West Junction Cycles                               Sport Fan Co.
2585            2014-04-11 00:00:00.000 28212.0589            West Junction Cycles                               1556        257         Sport Fan Co.                                      Aurora Bike Center
2575            2014-04-11 00:00:00.000 68612.544             Sport Fan Co.                                      1632        257         Aurora Bike Center                                 Carlson Specialties
2595            2014-04-14 00:00:00.000 525.628               Aurora Bike Center                                 1616        257         Carlson Specialties                                Crowley Sport
2605            2014-04-15 00:00:00.000 3242.6667             Carlson Specialties                                1692        257         Crowley Sport                                      Greenwood Athletic Company
2615            2014-04-15 00:00:00.000 48485.6873            Crowley Sport                                      1658        257         Greenwood Athletic Company                         Trey Research
2625            2014-04-16 00:00:00.000 48485.6873            Greenwood Athletic Company                         1506        257         Trey Research                                      Norstan Bike Hut
2635            2014-04-16 00:00:00.000 3292.0934             Trey Research                                      1584        257         Norstan Bike Hut                                   Sport Playground
2645            2014-04-17 00:00:00.000 1830.8049             Norstan Bike Hut                                   1562        257         Sport Playground                                   Cruger Bike Company
2655            2014-04-18 00:00:00.000 6572.8163             Sport Playground                                   1608        257         Cruger Bike Company                                Chicago City Saddles
2695            2014-04-22 00:00:00.000 1809.9204             Cruger Bike Company                                1536        257         Chicago City Saddles                               Lakewood Bicycle
2685            2014-04-22 00:00:00.000 168602.3089           Chicago City Saddles                               1696        257         Lakewood Bicycle                                   Hill Bicycle Center
2715            2014-04-23 00:00:00.000 6311.1799             Lakewood Bicycle                                   1620        257         Hill Bicycle Center                                Superior Bicycles
2705            2014-04-23 00:00:00.000 7880.9981             Hill Bicycle Center                                1626        257         Superior Bicycles                                  Beaumont Bikes
2735            2014-04-25 00:00:00.000 100685.3348           Superior Bicycles                                  1576        257         Beaumont Bikes                                     Custom Frames, Inc.
2755            2014-04-28 00:00:00.000 1984.6192             Beaumont Bikes                                     1602        257         Custom Frames, Inc.                                Hill's Bicycle Service
2775            2014-04-29 00:00:00.000 54560.7563            Custom Frames, Inc.                                1568        257         Hill's Bicycle Service                             Premier Sport, Inc.
2785            2014-04-30 00:00:00.000 31319.7885            Hill's Bicycle Service                             1542        257         Premier Sport, Inc.                                SUPERSALES INC.
2805            2014-05-01 00:00:00.000 23821.6729            Premier Sport, Inc.                                1682        257         SUPERSALES INC.                                    Bergeron Off-Roads
2815            2014-05-02 00:00:00.000 580.125               SUPERSALES INC.                                    1590        257         Bergeron Off-Roads                                 Circuit Cycles
2835            2014-05-05 00:00:00.000 2005.2253             Bergeron Off-Roads                                 1540        257         Circuit Cycles                                     Training Systems
2845            2014-05-05 00:00:00.000 7721.4638             Circuit Cycles                                     1544        257         Training Systems                                   Pro Sport Industries
2895            2014-05-12 00:00:00.000 2214.0703             Training Systems                                   1514        257         Pro Sport Industries                               Bicycle Specialists
2885            2014-05-12 00:00:00.000 589.5695              Pro Sport Industries                               1686        257         Bicycle Specialists                                Comfort Road Bicycles
2915            2014-05-13 00:00:00.000 38281.8686            Bicycle Specialists                                1628        257         Comfort Road Bicycles                              Electronic Bike Repair & Supplies
2925            2014-05-14 00:00:00.000 31019.8639            Comfort Road Bicycles                              1530        257         Electronic Bike Repair & Supplies                  Inline Accessories
2935            2014-05-15 00:00:00.000 53073.8959            Electronic Bike Repair & Supplies                  1646        257         Inline Accessories                                 Trikes, Inc.
2945            2014-05-15 00:00:00.000 38281.8686            Inline Accessories                                 1638        257         Trikes, Inc.                                       Allenson Cycles
2975            2014-05-19 00:00:00.000 29233.0789            Trikes, Inc.                                       1498        257         Allenson Cycles                                    Bike Satellite Inc.
2985            2014-05-20 00:00:00.000 9776.2665             Allenson Cycles                                    1494        257         Bike Satellite Inc.                                Compete Enterprises, Inc
2995            2014-05-20 00:00:00.000 2032.6535             Bike Satellite Inc.                                1604        257         Compete Enterprises, Inc                           Expert Bike Co
3005            2014-05-21 00:00:00.000 41230.0639            Compete Enterprises, Inc                           1508        257         Expert Bike Co                                     Inner City Bikes
3015            2014-05-22 00:00:00.000 57247.1179            Expert Bike Co                                     1672        257         Inner City Bikes                                   Varsity Sport Co.
3025            2014-05-22 00:00:00.000 1272.3882             Inner City Bikes                                   1582        257         Varsity Sport Co.                                  Compete, Inc.
3055            2014-05-24 00:00:00.000 1043.5289             Varsity Sport Co.                                  1674        257         Compete, Inc.                                      Federal Sport
3085            2014-05-27 00:00:00.000 8423.415              Compete, Inc.                                      1694        257         Federal Sport                                      Mitchell Sports
3095            2014-05-28 00:00:00.000 1410.2839             Federal Sport                                      1600        257         Mitchell Sports                                    Reliance Fitness, Inc.
3115            2014-05-29 00:00:00.000 48485.6873            Mitchell Sports                                    1586        257         Reliance Fitness, Inc.                             Victory Bikes
3125            2014-05-30 00:00:00.000 1357.4925             Reliance Fitness, Inc.                             1614        257         Victory Bikes                                      American Bikes
3135            2014-05-30 00:00:00.000 57004.8229            Victory Bikes                                      1652        257         American Bikes                                     First National Sport Co.
3145            2014-06-02 00:00:00.000 22539.0165            American Bikes                                     1654        257         First National Sport Co.                           International Bicycles
3175            2014-06-03 00:00:00.000 2214.3371             First National Sport Co.                           1522        257         International Bicycles                             Signature Cycles
3185            2014-06-04 00:00:00.000 31160.2541            International Bicycles                             1526        257         Signature Cycles                                   Vision Cycles, Inc.
3205            2014-06-05 00:00:00.000 44720.676             Signature Cycles                                   1588        257         Vision Cycles, Inc.                                Anderson's Custom Bikes
3215            2014-06-06 00:00:00.000 69442.1228            Vision Cycles, Inc.                                1578        257         Anderson's Custom Bikes                            First Rate Bicycles
3225            2014-06-07 00:00:00.000 16164.0229            Anderson's Custom Bikes                            1664        257         First Rate Bicycles                                Mountain Works
3255            2014-06-10 00:00:00.000 56200.7696            First Rate Bicycles                                1570        257         Mountain Works                                     Speed Corporation
3275            2014-06-11 00:00:00.000 3771.6362             Mountain Works                                     1656        257         Speed Corporation                                  Vista Road Bikes
3285            2014-06-12 00:00:00.000 1354.3598             Speed Corporation                                  1622        257         Vista Road Bikes                                   Proseware, Inc.
3295            2014-06-12 00:00:00.000 41817.1504            Vista Road Bikes                                   1538        257         Proseware, Inc.                                    Continental Pro Cycles
3305            2014-06-13 00:00:00.000 64847.5328            Proseware, Inc.                                    1678        257         Continental Pro Cycles                             Capital Road Cycles
3325            2014-06-16 00:00:00.000 1166.3993             Continental Pro Cycles                             1598        257         Capital Road Cycles                                Gardner Touring Cycles
3315            2014-06-16 00:00:00.000 15104.7146            Capital Road Cycles                                1560        257         Gardner Touring Cycles                             Jackson Authority
3335            2014-06-17 00:00:00.000 502.6203              Gardner Touring Cycles                             1516        257         Jackson Authority                                  National Bike Association
3345            2014-06-18 00:00:00.000 70533.3379            Jackson Authority                                  1680        257         National Bike Association                          West Junction Cycles
3355            2014-06-18 00:00:00.000 510.278               National Bike Association                          1572        257         West Junction Cycles                               Aurora Bike Center
3375            2014-06-19 00:00:00.000 28212.0589            West Junction Cycles                               1556        257         Aurora Bike Center                                 Carlson Specialties
3385            2014-06-20 00:00:00.000 525.628               Aurora Bike Center                                 1616        257         Carlson Specialties                                Crowley Sport
3395            2014-06-21 00:00:00.000 3242.6667             Carlson Specialties                                1692        257         Crowley Sport                                      Greenwood Athletic Company
3405            2014-06-21 00:00:00.000 48485.6873            Crowley Sport                                      1658        257         Greenwood Athletic Company                         Trey Research
3415            2014-06-23 00:00:00.000 48485.6873            Greenwood Athletic Company                         1506        257         Trey Research                                      Norstan Bike Hut
3425            2014-06-23 00:00:00.000 3292.0934             Trey Research                                      1584        257         Norstan Bike Hut                                   Sport Playground
3435            2014-06-24 00:00:00.000 1830.8049             Norstan Bike Hut                                   1562        257         Sport Playground                                   Chicago City Saddles
3445            2014-06-25 00:00:00.000 6572.8163             Sport Playground                                   1608        257         Chicago City Saddles                               Cruger Bike Company
3475            2014-06-26 00:00:00.000 168602.3089           Chicago City Saddles                               1696        257         Cruger Bike Company                                Hill Bicycle Center
3485            2014-06-27 00:00:00.000 1809.9204             Cruger Bike Company                                1536        257         Hill Bicycle Center                                Lakewood Bicycle
3495            2014-06-28 00:00:00.000 7880.9981             Hill Bicycle Center                                1626        257         Lakewood Bicycle                                   Superior Bicycles
3505            2014-06-30 00:00:00.000 6311.1799             Lakewood Bicycle                                   1620        257         Superior Bicycles                                  Beaumont Bikes
3525            2014-07-01 00:00:00.000 100685.3348           Superior Bicycles                                  1576        257         Beaumont Bikes                                     Chicago Rent-All
3545            2014-07-02 00:00:00.000 1984.6192             Beaumont Bikes                                     1602        257         Chicago Rent-All                                   Hill's Bicycle Service
3555            2014-07-03 00:00:00.000 609.8274              Chicago Rent-All                                   1504        257         Hill's Bicycle Service                             Premier Sport, Inc.
3575            2014-07-04 00:00:00.000 31319.7885            Hill's Bicycle Service                             1542        257         Premier Sport, Inc.                                SUPERSALES INC.
3595            2014-07-07 00:00:00.000 23821.6729            Premier Sport, Inc.                                1682        257         SUPERSALES INC.                                    Bergeron Off-Roads
3605            2014-07-08 00:00:00.000 580.125               SUPERSALES INC.                                    1590        257         Bergeron Off-Roads                                 Circuit Cycles
3625            2014-07-09 00:00:00.000 2005.2253             Bergeron Off-Roads                                 1540        257         Circuit Cycles                                     Hybrid Bicycle Center
3635            2014-07-10 00:00:00.000 7721.4638             Circuit Cycles                                     1544        257         Hybrid Bicycle Center                              Pro Sport Industries
3655            2014-07-11 00:00:00.000 24880.9811            Hybrid Bicycle Center                              1610        257         Pro Sport Industries                               Training Systems
3675            2014-07-12 00:00:00.000 589.5695              Pro Sport Industries                               1686        257         Training Systems                                   Bicycle Specialists
3685            2014-07-14 00:00:00.000 2214.0703             Training Systems                                   1514        257         Bicycle Specialists                                Comfort Road Bicycles
3705            2014-07-15 00:00:00.000 38281.8686            Bicycle Specialists                                1628        257         Comfort Road Bicycles                              Electronic Bike Repair & Supplies
3715            2014-07-16 00:00:00.000 31019.8639            Comfort Road Bicycles                              1530        257         Electronic Bike Repair & Supplies                  Inline Accessories
3725            2014-07-16 00:00:00.000 53073.8959            Electronic Bike Repair & Supplies                  1646        257         Inline Accessories                                 Professional Athletic Consultants
3735            2014-07-17 00:00:00.000 38281.8686            Inline Accessories                                 1638        257         Professional Athletic Consultants                  Allenson Cycles
3755            2014-07-18 00:00:00.000 95273.9288            Professional Athletic Consultants                  1684        257         Allenson Cycles                                    Bike Satellite Inc.
3775            2014-07-19 00:00:00.000 9776.2665             Allenson Cycles                                    1494        257         Bike Satellite Inc.                                Compete Enterprises, Inc
3785            2014-07-21 00:00:00.000 2032.6535             Bike Satellite Inc.                                1604        257         Compete Enterprises, Inc                           Expert Bike Co
3795            2014-07-22 00:00:00.000 41230.0639            Compete Enterprises, Inc                           1508        257         Expert Bike Co                                     Inner City Bikes
3805            2014-07-22 00:00:00.000 57247.1179            Expert Bike Co                                     1672        257         Inner City Bikes                                   Varsity Sport Co.
3815            2014-07-23 00:00:00.000 1272.3882             Inner City Bikes                                   1582        257         Varsity Sport Co.                                  Compete, Inc.
3845            2014-07-25 00:00:00.000 1043.5289             Varsity Sport Co.                                  1674        257         Compete, Inc.                                      Federal Sport
